Id,UnitId,Tainted,Channel,Trust,WorkerId,CountryCode,City,Ip,Response1,Response2,Response3,Classifier,Exclude,Training
2909699963,1403461953,FALSE,neodev,1,40010991,EGY,,82.129.198.18,can i change my flight?,do you have a change flight if i missing that one?,how much cost if i change my flight?,booking_change,0,0
2909689735,1403461966,FALSE,neodev,1,40141799,VEN,,190.198.74.31,how i can check my other connection flight options?,hello i want check my other options please!,is possible to check my other options?,booking_connection_miss,0,0
2909662598,1403461966,FALSE,neodev,1,42011823,VEN,Maracay,186.92.44.117,if i lost my flight  do i had new options,i miss my flight can i know my other options,can i now  other option for fligh i just miss the connecting flight,booking_connection_miss,0,0
2909633250,1403461966,FALSE,neodev,1,40956186,EGY,,62.114.130.5,You want a refund,You want a refund,You want a refund,refund_general,0,0
2909711081,1403461966,FALSE,clixsense,1,40411309,IND,Mumbai,49.33.241.4,When is next possible flight available for destination.,Is there any other connecting flight,Is there any other options available.,booking_connection_miss,0,0
2909671480,1403461966,FALSE,neodev,1,41807814,VEN,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,booking_connection_miss,123,0
2909653613,1403461966,FALSE,neodev,1,40308306,VEN,Caracas,201.209.147.89,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,booking_connection_miss,123,0
2909734801,1403461966,FALSE,elite,1,43821915,MEX,Mexico,201.110.7.224,IF I LOSE MY CONNECTION FLIGHT WHAT OPTION DO I HAVE?,I DO NOT BELIEVE I CAN ARRIVE TO MY CONNECTING FLIGHT WHAT CAN I DO?,help I lost my connection flight and I do not know what to do?,booking_connection_miss,0,0
2909833601,1403461966,FALSE,neodev,1,43825606,VEN,Barquisimeto,201.249.96.90,I need to know another flight option?,Is there another available if I miss my flight?,I appreciate if you look for another option,booking_connection_miss,0,0
2909655495,1403461966,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,i missed my flight what are they options?,i missed my flight what are they options? can you help me ?,i missed my flight what are they options? how can you help me?,booking_connection_miss,0,0
2909670149,1403461966,FALSE,neodev,1,39912680,COL,Medell√≠n,190.9.214.212,I want to see more flight options please.,Could you show me other options?,I need more options.,booking_connection_miss,0,0
2909821449,1403461966,FALSE,elite,1,43908741,VEN,Caracas,190.203.210.88,I will be able to book another flight since I will lose mine,I need your help to have another flight,my family and I need a taxi to pick us up at the airport when we arrive,booking_connection_miss,3,0
2909672007,1403461966,FALSE,neodev,1,43911470,EGY,,197.160.22.54,can you tell me about other options ?,i will miss my flight  what i can do ?,advice me please because i will miss my flight,booking_connection_miss,0,0
2909635082,1403461966,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,booking_connection_miss,0,0
2909713073,1403461966,FALSE,neodev,1,43704247,VEN,Cabimas,190.77.18.38,Can you help me? I'm going to miss my connecting flight and I want to know if there is another option.,Is there another option? Because I'm going to miss my connecting flight,I'm going to miss my connecting flight. Is  there another option?,booking_connection_miss,0,0
2909692625,1403461966,FALSE,elite,1,43719755,PHL,Talisay,49.145.133.254,Can I book for the next flight?,Can I get a refund since I missed my flight?,How much is the next flight?,booking_connection_miss,0,0
2909663953,1403461966,FALSE,neodev,1,43777305,EGY,Cairo,41.42.70.235,iam going to miss my connecting flight is there an other option ?,iam going to miss my connecting flight what can i do ?,iam going to miss my connecting flight can you help me ?,booking_connection_miss,0,0
2909635283,1403461966,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,fdshfdhdfs,sdhsfdhfhf,fhfhfdshh,booking_connection_miss,123,0
2909743353,1403461966,FALSE,clixsense,1,36522920,RUS,Moscow,91.78.29.125,When is the next flight?,Do I have to pay for the ticket?,Is there a flight for the same time?,booking_connection_miss,2,0
2909798173,1403461966,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,Help me find another flight.,This is the flight I'd miss change of plans.,Which airline for this flight?,booking_connection_miss,3,0
2909649456,1403461966,FALSE,neodev,1,38366779,RUS,Bryansk,2.93.179.230,jkdasgdjkasg,jkkgasdkgasdk,kjdaghsdjkaskj,booking_connection_miss,123,0
2909732907,1403461966,FALSE,neodev,1,40214667,VEN,Acarigua,186.91.118.158,Que vuelos est√°n disponibles para conectarme al arribar?,cuanto tengo que esperar  si tomo otro vuelo sin perder mi conexi√≥n?,Existe otra conexi√≥n que permita que tome un vuelo diferente?,booking_connection_miss,123,0
2909688818,1403461966,FALSE,prodege,1,5551648,CAN,Victoria,173.183.76.192,what can I do as I am going to miss my connecting flight,i am going to miss my connecting flight so what can I do,what options are available for a missed connection,booking_connection_miss,0,0
2909730444,1403461966,FALSE,neodev,1,43875791,SRB,Belgrade,93.87.165.30,How much does it cost to change my flight?,Can I replace the ticket for the missing flight?,Can I travel with the same airline's flight  for the same money if I miss my connecting flight?,booking_connection_miss,0,0
2909721019,1403461966,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,what are my options,which alternative flight should I take,the altenative flight would be,booking_connection_miss,1,0
2909675671,1403461966,FALSE,neodev,1,43642821,EGY,,156.198.110.44,i miss my connecting flight and want to check on my other options,what options does i have,if i miss my connecting flight what can i do,booking_connection_miss,0,0
2909729102,1403461966,FALSE,clixsense,1,33330056,VEN,Barquisimeto,186.93.100.6,What can I do in case I can not reach my connecting flight?,the airline can make me a reservation for another flight in case of losing my connection for some delay?,in case of losing my connecting flight will they refund me the money of the ticket?,booking_connection_miss,0,0
2909728673,1403461966,FALSE,neodev,1,43698317,EGY,Cairo,41.45.210.26,There are additional options,What other options,There are no options,booking_connection_miss,123,0
2909667402,1403461966,FALSE,neodev,1,41766417,VEN,Maracay,201.208.26.242,what happens if I lose my connection to the other plane?,do you have to pay extra for losing a flight connection?,I lose my connection I want to know if there is another flight to my destination?,booking_connection_miss,0,0
2909667233,1403461966,FALSE,bitcoinget,1,43891892,USA,North Bergen,67.205.140.232,When is the next flight leaving,Please I will like to switch flight,Am not sure I can meet up please arrange another flight schedule for me,booking_connection_miss,0,0
2909679956,1403461966,FALSE,neodev,1,43650202,EGY,,156.202.79.127,can I get anew flight ?,when the next flight ?,thank you,booking_connection_miss,3,0
2909665035,1403461966,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,Which other alternative connecting flight?,Which other alternative connecting flight?,Which other alternative connecting flight?,booking_connection_miss,0,0
2909721532,1403461966,FALSE,elite,1,41472139,EGY,Damanhour,197.43.27.149,Do I have other options?,What are my other options?,I need to check on my other options.,booking_connection_miss,0,0
2909671110,1403461966,FALSE,neodev,1,36720613,NGA,Lagos,129.56.12.42,What flights do you have available,if i miss my connecting flight what can i do,What other options do i have if i miss my connecting flight,booking_connection_miss,0,0
2909679782,1403461966,FALSE,elite,1,43778069,MEX,Guadalajara,177.240.140.242,I'm running late and need to change connecting flights.,How can I change my connecting flight arriving late.,My connection will leave before I arrive can you provide me please with other options?,booking_connection_miss,0,0
2909721619,1403461966,FALSE,clixsense,1,41904763,VEN,Caracas,190.36.114.90,I will miss my flight that other connections are available,I would like to know what other options I have if I lose my flight,I would like to know about other flights available to,booking_connection_miss,0,0
2909786073,1403461966,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,What options are available if i miss the trip?,Are there any other trips in transit for my trip?,What trips are available to make up for my trip?,booking_connection_miss,0,0
2909679334,1403461966,FALSE,bitcoinget,1,43851130,USA,New York,162.243.39.208,Going to miss my connecting flight and what are my options,Just found out am Going to miss my connecting flight and what are my options,what are my options after missing my connecting flight,booking_connection_miss,0,0
2909678750,1403461966,FALSE,neodev,1,43603766,VEN,,186.24.4.226,What other flights are available on the same route?,In case of not arriving on time to my flight how could they help me?,I will not arrive in time to board I hope to get another flight,booking_connection_miss,0,0
2909677682,1403461966,FALSE,clixsense,1,43784612,TUR,Istanbul,85.102.167.40,I will not be able to catch my arranged flight please tell me what options do I have?,I am late for my flight I must reschedule my flight what are the options?,I missed my flight please tell me the next possible flights.,booking_connection_miss,0,0
2909691909,1403461962,FALSE,neodev,1,38366779,RUS,Bryansk,2.93.179.230,bmnbmnbmnbb,jhkjsahdjkashjk,jchajkdhakj,booking_flight_canceled,123,0
2909643253,1403461962,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,Please I need to fly as soon as possible.,I need you to solve this little problem,what flight alternatives do i have,booking_flight_canceled,2,0
2909750716,1403461962,FALSE,clixsense,1,34968890,PHL,Pasig City,120.28.109.117,When is your next available flight?,Are there any other flights on a different airline?,Can I get on a nondirect flight instead?,booking_flight_canceled,0,0
2909706924,1403461962,FALSE,clixsense,1,39517779,GRC,Thessalon√≠ki,46.12.194.97,My flight was cancelled can I get another one?,Is it possible to fly with another flight?,When is the next flight to Moscow?,booking_flight_canceled,0,0
2909658563,1403461962,FALSE,neodev,1,43772050,VEN,,190.79.26.39,How can that be I need you to help me about it?,you will be able to help me find another flight in a responsible airline,I really need to get to my destination can you help me?,booking_flight_canceled,1,0
2909924372,1403461962,FALSE,neodev,1,43690074,VEN,Caracas,186.188.70.36,When is the next flight?,Can i buy another ticket for the next flight?,Are you going to refund my money right?,booking_flight_canceled,0,0
2909721074,1403461962,FALSE,neodev,1,40141799,VEN,,190.198.74.31,hello please i need take another flight  is a emergency,hello please i want take another flight if the first one was cancelled,please give me another flight for today then.,booking_flight_canceled,0,0
2909740149,1403461962,FALSE,clixsense,1,41904763,VEN,Caracas,190.36.114.90,I could have booked another flight,I could check any available flights because they canceled my flight,what flight is there for the following date,booking_flight_canceled,13,0
2909644963,1403461962,FALSE,clixsense,1,43806607,VEN,Caracas,200.41.119.187,When is the next flight scheduled?,Can I book another flight for today?,What are my alternatives to solve this?,booking_flight_canceled,0,0
2909686380,1403461962,FALSE,neodev,1,41807814,VEN,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,booking_flight_canceled,123,0
2909785280,1403461962,FALSE,neodev,1,41766417,VEN,Maracay,201.208.26.242,What is the most immediate flight?,I need a flight canceled mine,look for an immediate flight please,booking_flight_canceled,0,0
2909751080,1403461962,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,Help pick your next flight,My flight was canceled when will be the next?,Find me a new flight my plane was cancelled!,booking_flight_canceled,0,0
2909667982,1403461962,FALSE,clixsense,1,43250263,UKR,Poltava,213.174.29.4,my flight was canceled as I get on another flight flight,my flight was canceled and I need to get on another flight,I need to get on another flight my flight was canceled,booking_flight_canceled,0,0
2909676447,1403461962,FALSE,neodev,1,43783122,EGY,Assiut,197.39.73.95,When will be the closest trip,Is there another trip?,I want to book a ticket for another trip,booking_flight_canceled,0,0
2909645216,1403461962,FALSE,clixsense,1,41701371,VEN,Caracas,190.36.122.111,what time does the first time come,there is another available flight or some different connection,I could talk to your supervisor,booking_flight_canceled,3,0
2909639700,1403461962,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,i want to take new flight how can i do?,i want to take new flight how can i do? what happened before my flight?,i want to take new flight how can i do? what happened before my flight? may i take money before flight?,booking_flight_canceled,0,0
2909780438,1403461962,FALSE,clixsense,1,43661991,PAK,Karachi,111.88.150.92,What is the reason of my flight being cancelled?,What other flight are available?,This is bad I wanted to go today but the flight got cancelled.,booking_flight_canceled,0,0
2909690405,1403461962,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,I need to get to another flight,I need to get to another flight,I need to get to another flight,booking_flight_canceled,0,0
2909680274,1403461962,FALSE,clixsense,1,43726491,UKR,Khmelnitskiy,46.252.216.42,What other flights are in the right direction?,I can fly on another flight in the near future?,How fast can I fly off on another flight?,booking_flight_canceled,0,0
2909646448,1403461962,FALSE,neodev,1,36312400,VEN,Puerto Ordaz,190.207.114.243,Can you help me get a new flight?,I really need to book another flight!,Is there another flight in another airline?,booking_flight_canceled,0,0
2909691293,1403461962,FALSE,neodev,1,43644467,VEN,Caracas,190.204.151.234,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,booking_flight_canceled,123,0
2909770467,1403461962,FALSE,clixsense,1,21764533,HRV,Rijeka,78.2.113.83,My flight was canceled. Can I get a new one?,Did you organized something in place canceled flight?,Can you help me? My flight is canceled but I need to travel to designated place as soon as posible.,booking_flight_canceled,0,0
2909649303,1403461962,FALSE,neodev,1,43911470,EGY,,197.160.22.54,please  i want to book ticket for another flight,when the next flight take off ?,how much the price for the next flight ?,booking_flight_canceled,0,0
2909795860,1403461962,FALSE,neodev,1,43825606,VEN,Barquisimeto,201.249.96.90,I need another urgent return,Is there another flight available?,i need to arrive on time,booking_flight_canceled,3,0
2909630447,1403461962,FALSE,neodev,1,40956186,EGY,,62.114.130.5,You want to cancel your flight,You want to cancel your flight,You want to cancel your flight,booking_cancel,0,0
2909707133,1403461962,FALSE,neodev,1,43891052,EGY,Cairo,41.237.73.219,my  flight was cancelled and ineed to get on another one,my flight was cancelled can i get another one ?,my flight was cancelled would you please help me to  get on another one,booking_flight_canceled,0,0
2909712761,1403461962,FALSE,neodev,1,33110177,VEN,Car√∫pano,190.204.98.175,I would like to book another flight because the other one was cancelled.,Could you help me to get a new flight?,I am in need of getting a new flight because my previous one was cancelled,booking_flight_canceled,0,0
2909668813,1403461962,FALSE,neodev,1,43799932,EGY,Cairo,197.39.170.251,my flight was cancelled and i ask about the available ones,i want to get another flight because my flight was cancelled,my flight was cancelled and i wounder another one,booking_flight_canceled,0,0
2909661227,1403461962,FALSE,neodev,1,43700704,VEN,Maracay,200.93.85.111,for when is there another flight available ??,Would you help me get a new flight?,I really need to book another flight!,booking_flight_canceled,0,0
2909692780,1403461962,FALSE,clixsense,1,40289526,TUR,Denizli,176.233.184.158,ƒ± need an important job to do have you got any other,no,no,booking_flight_canceled,123,0
2909703277,1403461962,FALSE,neodev,1,38372558,BRA,Goiania,200.163.232.161,I missed my flight and got to reach my destination.,Which flight companies do I have for my next flight?,I need help because I missed one flight and I need to get another one at the same time.,booking_connection_miss,2,0
2909683950,1403461962,FALSE,clixsense,1,43624128,LKA,Colombo,123.231.107.173,When next flight?,what about ticket fee?,how about accommodation until next flight?,booking_flight_canceled,2,0
2909632676,1403461962,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,rerhrtntwrht,ererqrtrqttq,qtrrqtqeqet,booking_flight_canceled,123,0
2909662010,1403461962,FALSE,neodev,1,42432753,MAR,Casablanca,160.178.120.179,can you help me get a new flight ?,what time is the next flight ?,what time is the next flght please ?,booking_flight_canceled,0,0
2909715589,1403461962,FALSE,neodev,1,32512686,VEN,Maracay,200.93.70.139,I need to travel urgently in the next,I go with children I will have a room in a hotel,please be quick you need to be on time,booking_flight_canceled,0,0
2909684547,1403461962,FALSE,neodev,1,43661460,VEN,,190.207.59.93,What can I do to get another flight?,When will the other flight leave?,why the flight is canceled?,booking_flight_canceled,0,0
2909753997,1403461962,FALSE,neodev,1,43603766,VEN,,186.24.4.226,Why was the flight canceled?,Once again the flight was canceled and I must address another one. It's not fair,I hope this new flight will not cancel it again.,booking_flight_canceled,3,0
2909662059,1403461962,FALSE,neodev,1,40062468,PER,Lima,179.7.132.177,Excuse me my flight has been cancelled but I need to travel is there another flight to the same destination?,Can I request a refund of my money at least?,I have to wait for the next flight is there no other solution?,booking_flight_canceled,0,0
2909652559,1403461962,FALSE,clixsense,1,43784612,TUR,Istanbul,85.102.167.40,Please find the earliest direct flight for me,Get me the cheapest flight possible instead.,Please reschedule my flight with no more than one stops.,booking_flight_canceled,0,0
2909631966,1403461962,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,booking_flight_canceled,0,0
2909712018,1403461960,FALSE,neodev,1,41429888,VEN,Cabimas,201.209.201.75,yes I would like it,no,no,booking_modify_cost,123,0
2909691385,1403461960,FALSE,neodev,1,43777305,EGY,Cairo,41.42.70.235,how much it's going to cost to change my flight?,what is the cost to change my flight?,how much is it to change my flight ?,booking_modify_cost,0,0
2909710447,1403461960,FALSE,neodev,1,43162037,GHA,Accra,41.189.163.62,Since when did you buy the ticket?,What type of ticket did you buy?,What ticket would your prefer to buy instead?,booking_modify_cost,123,0
2909706937,1403461960,FALSE,neodev,1,40214667,VEN,Acarigua,186.91.118.158,Cuanto debo pagar por cambiar mi vuelo?,Que puede hacer para cambiar mi vuelo sin costo?,que tarifa se aplica para cambiar mi vuelo?,booking_modify_cost,123,0
2909628960,1403461960,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Are taxis available to book right now?,Are taxis available to book right now?,Are taxis available to book right now?,booking_change,0,0
2909697732,1403461960,FALSE,neodev,1,43661460,VEN,,190.207.59.93,I want to change my flight how much will this cost?,What would be the cost to change my flight?,Do you charge for changing the flight?,booking_modify_cost,0,0
2909651057,1403461960,FALSE,clixsense,1,42126087,GRC,Athens,89.210.133.40,How much it's going to cost to change my flight?,How much it's going to cost to change my flight?,How much it's going to cost to change my flight?,booking_modify_cost,0,0
2909683382,1403461960,FALSE,neodev,1,41807814,VEN,Caracas,186.93.94.191,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,hi could you please tell me again the information that i did not understand,booking_modify_cost,123,0
2909818758,1403461960,FALSE,clixsense,1,42160208,UKR,,91.227.151.146,how much will I lose when I change my flight?,can I pay by the card?,what is the price for another flight?,booking_modify_cost,2,0
2909757518,1403461960,FALSE,neodev,1,43825606,VEN,Barquisimeto,201.249.96.90,I would like to know how much is the cost of the flight change ??,I hope it is not a high price,I would like to know if the flight I require is available?,booking_modify_cost,23,0
2909663488,1403461960,FALSE,clixsense,1,43781014,MNE,Budva,62.4.55.102,Can you tell me how much it's going to cost to change my flight?,I need information  how much it's going to cost to change my flight.,Please tell me  how much it's going to cost to change my flight.,booking_modify_cost,0,0
2909717463,1403461960,FALSE,neodev,1,43842917,EGY,,156.203.100.225,how much does it cost me to change my flight,i want to change my flight  how much will that cost me,i need to change my flight what is the cost,booking_modify_cost,0,0
2909635928,1403461960,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,dasgdgsdgas,sdsgd,assd,booking_modify_cost,123,0
2909637272,1403461960,FALSE,clixsense,1,10422922,PAK,Karachi,39.48.57.27,What's the cost of changing my flight?,Is it possible to replace my ticket with another one?,Do you accept credit cards?,booking_modify_cost,3,0
2909714060,1403461960,FALSE,neodev,1,43875791,SRB,Belgrade,93.87.165.30,How much does it cost to change my flight?,Do I need to pay again for luggage?,Can I get economy class instead for business for same money if I change my flight?,booking_modify_cost,0,0
2909719851,1403461960,FALSE,neodev,1,43783122,EGY,Assiut,197.39.73.95,I want to change my trip and know what the cost is,How much will the difference between this trip and the other journey,How much do you want me to pay you for this trip,booking_modify_cost,0,0
2909715486,1403461960,FALSE,bitcoinget,1,43851130,USA,New York,162.243.39.208,How much will it cost to change my flight,Tell me How much will it cost to change my flight,Want to know How much will it cost to change my flight,booking_modify_cost,0,0
2909769079,1403461960,FALSE,neodev,1,43208229,VEN,Caracas,201.209.131.60,Hi! I need to change my flight. How much will I be charged?,I am considering changing my flight. Would you please tell me how much money I have to pay to get it done.,How much money do I have to pay to change my flight?,booking_modify_cost,0,0
2909736782,1403461960,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,What would the flight change cost,would it cost any change of flight,what price would,booking_modify_cost,3,0
2909637508,1403461960,FALSE,neodev,1,41766417,VEN,Maracay,201.208.26.242,what price does my air ticket change?,there are additional charges change the day of flight?,I want to change my flight tell me the cost of the ticket?,booking_modify_cost,0,0
2909747272,1403461960,FALSE,clixsense,1,41701371,VEN,Caracas,190.36.122.111,is there any penalty for changing my flight,what is the penalty to change the ticket,I would like to know how much it would cost to change the ticket,booking_modify_cost,0,0
2909639638,1403461960,FALSE,neodev,1,43615460,EGY,Benha,156.214.127.74,how much it's going to cost to change my flight ?,can i know how cost if i want to change my flight ?,please can you help me i want to change my flight but i dont konw how much it's going to cost ?,booking_modify_cost,0,0
2909795518,1403461960,FALSE,clixsense,1,21764533,HRV,Rijeka,78.2.113.83,How much it's going to cost to change my flight?,Is the price a lot higher if I change my flight?,How much is my changing of flight changing its price?,booking_modify_cost,0,0
2909696521,1403461960,FALSE,elite,1,41472139,EGY,Damanhour,197.43.27.149,How much does it cost to change my flight?,I need to know How much does it cost to change my flight.,Tell me how much it's going to cost me to change my flight.,booking_modify_cost,0,0
2909748517,1403461960,FALSE,clixsense,1,37780823,VEN,Caracas,190.39.8.228,WHAT COST HAS I FOR THIS CHANGES THIS FLIGHT FOR ANOTHER?,HOW MUCH DOES THIS FLIGHT CHANGE THE FOLLOWING PLEASE,CAN I CHANGE FLIGHT AND HOW MUCH DOES IT COST?,booking_modify_cost,0,0
2909741713,1403461960,FALSE,neodev,1,43603766,VEN,,186.24.4.226,What is the additional cost for the flight change?,Es muy costoso cambiar el vuelo?,Having lost my flight will make me spend more money,booking_modify_cost,2,0
2909632181,1403461960,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,how much money if i change my fly?,how much money if i change my fly? what will happen?,how much money if i change my fly? if i accepted ?,booking_modify_cost,0,0
2909789584,1403461960,FALSE,elite,1,43821915,MEX,Acapulco,187.151.165.141,What will be the cost of the flight change?,if I make the change of flight will there be an additional cost?,help could you tell me if my flight is going to charge me something for that move?,booking_modify_cost,0,0
2909748974,1403461960,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,What is the cost when i change your flight?,How much does it cost me to change the date of my trip?,What is the cost of change for another trip?,booking_modify_cost,0,0
2909693081,1403461960,FALSE,neodev,1,43704247,VEN,Cabimas,190.77.18.38,Can you tell me how much it's going to cost to change my flight?,I need to know how much it's going to cost to change my flight.,How much it's going to cost to change my flight?,booking_modify_cost,0,0
2909725899,1403461960,FALSE,bitcoinget,1,43851278,USA,New York,162.243.39.208,How much will it cost to change my flight,Tell me How much will it cost to change my flight,Want to know How much will it cost to change my flight,booking_modify_cost,0,0
2909712143,1403461960,FALSE,neodev,1,42884031,VEN,Caracas,186.90.234.249,yeah for sure,How much time should I wait for that change?,Which payments methods are available?,booking_modify_cost,123,0
2909643984,1403461960,FALSE,neodev,1,38372558,BRA,Goiania,200.163.232.161,How much will I pay extra to change my flight?,Can I go back if I want my old flight back?,Do I pay any additional fees to change the flight?,booking_modify_cost,0,0
2909668672,1403461960,FALSE,neodev,1,39257488,VEN,Caracas,186.167.242.20,to change my flight there will be some kind of surcharge,could you give me the next dates for flights,How long is the minimum time you can reprogram my flight?,booking_modify_cost,0,0
2909696426,1403461960,FALSE,clixsense,1,40597878,ESP,Leioa,85.86.226.145,How much is it?,I think it's too expensive,Is there any other option?,booking_modify_cost,123,0
2909647385,1403461960,FALSE,neodev,1,42011823,VEN,Maracay,186.92.44.117,how much this change  is gonna cost,is this  so expensive just for change my flight,is possible change my flight for one even more cheap,booking_modify_cost,0,0
2909778132,1403461960,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,Tell me how much is this flight?,I'll have to change your flight if the price is high.,Are there any other flights at an affordable price?,booking_modify_cost,0,0
2909657210,1403461960,FALSE,neodev,1,41034016,VEN,Caracas,186.167.250.57,Hi which are the prices?,I would like to know what are the fees for flight change?,I really need to change my flight how much it is going to cost that?,booking_modify_cost,1,0
2909652738,1403461981,FALSE,neodev,1,40308306,VEN,Caracas,201.209.147.89,hello could add my frequent flyer pass to an already assigned flight,How is it the procedure,I need the information thanks,booking_modify_ff,23,0
2909755930,1403461981,FALSE,elite,1,43716648,VEN,Caracas,186.167.245.148,please place as frequent traveler to my ticket,and book but I want to add the option of frequent traveler,Sorry skip that I'm a frequent flyer on the flight reservation please add,booking_modify_ff,0,0
2909831118,1403461981,FALSE,clixsense,1,39767721,RUS,Kazan,188.162.195.224,I want to change the list of the booked flight.,You can add in flight often flying man?,How much will it cost to change the list?,booking_modify_ff,3,0
2909675499,1403461981,FALSE,neodev,1,43642908,VEN,Valencia,190.79.79.9,I want to add a traveler number for this flight,I want to add a new number for this flight,I would like to know if a new passenger number can be added for this flight,booking_modify_ff,0,0
2909729418,1403461981,FALSE,neodev,1,43661460,VEN,,190.207.59.93,How do I add a traveler number to my booked flight?,I want to add a traveler number to my flight,I already have a flight booked could you add a traveler number?,booking_modify_ff,0,0
2909662717,1403461981,FALSE,neodev,1,43602514,TUR,Erzurum,78.164.167.106,can I add a reservation office number?,Can I add an office number?,can I make a reservation change?,booking_modify_ff,0,0
2909712920,1403461981,FALSE,neodev,1,43700704,VEN,Maracay,200.93.85.111,If I'm going to add my frequent flyer number,where can I add my number of the infamous traveler to the flight that I booked ??,Of course I want to add my frequent flyer number thank you!,booking_modify_ff,0,0
2909670614,1403461981,FALSE,clixsense,1,39360761,VEN,Barquisimeto,200.8.101.118,I need to add a frequent flyer number to the flight that I have booked,please I need to add a frequent flyer number to the booked flight,to the flight that I have booked I need to add a frequent flyer number,booking_modify_ff,0,0
2909634083,1403461981,FALSE,neodev,1,43650485,EGY,Cairo,156.211.251.26,Can you help me get a new flight?,Can you help me get a new flight?,Can you help me get a new flight?,booking_change,0,0
2909695017,1403461981,FALSE,clixsense,1,43853403,BRA,Rio De Janeiro,179.158.154.94,I need a new frequent flyer number. Where can I?,A new frequent flyer number. Is it possible and how much will it leave?,Before you finish can you give me a new frequent flyer number?,booking_modify_ff,0,0
2909712263,1403461981,FALSE,clixsense,1,40597878,ESP,Leioa,85.86.226.145,I want to add my frequent flyer number please,Here is my card insert my number,Where can I put my frequent  flyer number?,booking_modify_ff,2,0
2909687660,1403461981,FALSE,neodev,1,33110177,VEN,Car√∫pano,190.204.98.175,How can I add a frequent flyer number to a booked flight?,Is it possible for you to help me to add a frequent flyer number to a flight I already booked?,Could you help me adding a frequent flyer number to my booked flight?,booking_modify_ff,0,0
2909645464,1403461981,FALSE,neodev,1,42740374,TUR,Ankara,176.88.29.229,ƒ± want to add number how can i ?,ƒ± want to add number how can i ? what will you do?,ƒ± want to add number how can i ? please help me ?,booking_modify_ff,0,0
2909681917,1403461981,FALSE,elite,1,43821915,MEX,Acapulco De Ju√°rez,201.114.49.39,Is it necessary to add to the flight the frequent flyer number?,I have a reserved flight and I wish that my frequent flyer number is added is it possible?,I have a flight booked but I do not know if I need to add the frequent flyer number help me with that please,booking_modify_ff,0,0
2909698794,1403461981,FALSE,clixsense,1,39078729,EGY,Cairo,41.237.4.122,Can i add a frequent flyer number to the flight i already booked?,Can I add a frequent flyer number for my trip?,Can you add a frequent flyer number for my reserved trip?,booking_modify_ff,0,0
2909634318,1403461981,FALSE,neodev,1,43765666,VEN,Guacara,186.89.123.89,asgadsagdg,adsgsdgg,agsdagdg,booking_modify_ff,123,0
2909661664,1403461981,FALSE,neodev,1,43615460,EGY,Benha,156.214.127.74,can you help me beacuse i want to add a frequent flyer number to my fligh ?t,how can i add a frequent flyer number to  my flight  ?,Is there any objection if i add a frequent flyer number to  my flight ?,booking_modify_ff,0,0
2909676591,1403461981,FALSE,neodev,1,41805069,HUN,Sz√©kesfeh√©rv√°r,92.249.141.161,Is there any way to assign my frequent flyer number to my flight?,I've already booked a flight however forgot to add my frequent flyer number. Can you please support me in adding it?,I cannot see that my frequent flyer number was printed on my flight ticket do you think it is OK?,booking_modify_ff,0,0
2909658460,1403461981,FALSE,clixsense,1,43806607,VEN,Caracas,200.41.119.187,Can you help me to add a frequent flyer number to my flight please?,Do you know someone who can help me to add this frequent flyer number?,How do I add this numbre to my flight?,booking_modify_ff,0,0
